row_id,date,ticker,category,text,text_hash,is_missing,is_duplicate_within_date,possible_future_reference,possible_contemporaneous_information,event_date_mentioned,reviewer_decision,reviewer_note
127539,2023-01-25,WFC,filing_overviewProduct,"Wells Fargo & Company is a leading, diversified financial services company and a bank and financial holding company that acts primarily as a parent for its subsidiaries. [10-K 2022-02-22 / Business Description] Its stated purpose is to provide a broad set of banking, investment and mortgage products and related services to individuals, businesses and institutions across all 50 U.S. states, the District of Columbia and internationally. [10-K 2022-02-22 / Business Description] Main products and services include consumer banking and lending (checking and savings, credit and debit cards, auto loans, mortgages, home equity lending, small business lending), wealth and investment management (financial planning, private banking, investment management, fiduciary services), commercial banking (commercial loans, lines of credit, asset‑based lending, trade finance, treasury management), and corporate and investment banking (investment banking, capital markets and related services), and for management reporting the company groups operations into four segments: Consumer Banking and Lending; Commercial Banking; Corporate and Investment Banking; and Wealth and Investment Management. [10-K 2022-02-22 / Business Description] Wells Fargo serves retail consumers, small and midsize businesses, large corporations, government and institutional clients, and high‑net‑worth individuals through branch locations, offices and digital channels (including wellsfargo.com). [10-K 2022-02-22 / Business Description] The company positions itself as one of the largest U.S. bank holding companies by assets—approximately $1.9 trillion in total assets, $895.4 billion in loans, $1.5 trillion in deposits and $188 billion in stockholders’ equity at December 31, 2021—and operates in a highly competitive financial services industry that includes banks, nonbank financial firms and technology-enabled entrants. [10-K 2022-02-22 / Business Description] Its stated strategy emphasizes maintaining a diversified product mix, leveraging a nationwide branch and digital network, and investing in employee development, customer service and operational execution while operating under significant regulatory requirements that shape its activities. [10-K 2022-02-22 / Business Description]",8ba8e6ba2518ddfc5ab36e83c1b22c1fa445457f8e65f91636d931df26554e27,0,0,False,False,,,
111407,2021-03-16,SYK,filing_strategyMarketOps,"Stryker’s strategy emphasizes innovation and product development to support surgeons and healthcare providers with technologies and services that improve clinical and hospital outcomes. [10-K 2021-02-11 / Business Description] Management continued an acquisition-led capital allocation approach in 2020, completing net cash acquisitions totaling $4,222 million (including the Wright transaction) while maintaining priorities for dividends and suspending share repurchases through 2021. [10-K 2021-02-11 / Management Discussion and Analysis] The company serves doctors, hospitals and other healthcare facilities worldwide through direct sales in the United States and a combination of company-owned operations and third-party distributors internationally, organized into three reportable segments: Orthopaedics, MedSurg, and Neurotechnology & Spine. [10-K 2021-02-11 / Business Description] Stryker cites competitive advantages in a broad, integrated portfolio and proprietary technologies such as the Mako Robotic-Arm Assisted Surgical System, supported by patent protection of about 4,045 U.S. patents and 6,407 patents abroad as of December 31, 2020. [10-K 2021-02-11 / Business Description] Operationally, the company reports generally broad availability of raw materials but notes some single-supplier dependencies and concentration of certain manufacturing in specific plants or regions, and faces increasingly stringent regulatory regimes (including FDA requirements and the EU Medical Device Regulation) that drive its focus on quality systems and regulatory compliance. [10-K 2021-02-11 / Risk Factors]",bacb8e4043a986ce9bac4fc022b3ceacd2742f7be82fe8682a30b6a6a4e16954,0,0,False,False,,,
58503,2023-05-01,INTC,filing_governanceRisks,"Intel’s board has seen recent refreshment, with 8-K/A filings on March 13, 2020 reporting the election of new directors to the company’s board. [8-K/A 2020-03-13 / Current Report] Senior management has publicly emphasized execution of the company’s transformation and disciplined expense management, with CEO Pat Gelsinger noting progress and CFO David Zinsner highlighting a commitment to cost savings. [8-K 2023-04-27 / Current Report] The company’s 2023 Form 10-K warns that an investment in Intel is speculative and identifies variability in product demand and the cyclical nature of key markets, notably the PC market, as primary current and potential future risks. [10-K 2023-01-26 / Risk Factors] Intel cautions that changes in demand for major product lines — including CCG, DCAI and NEX platform products — could materially reduce revenue, compress gross margins, and lead to asset write‑downs. [10-K 2023-01-26 / Risk Factors] The company also acknowledges rising competitive intensity from firms such as AMD, Qualcomm, NVIDIA, and foundry competitors TSMC and Samsung, as well as alternative architectures and in‑house chips by OEMs and cloud providers, which could pressure market share and margins. [10-K 2023-01-26 / Business Description]",eb2e99842e576c9dc585952c9fb0c8f1ff7f878e71d3f02e6c49e87eadf69a0b,0,0,False,False,,,
174,2019-09-02,AAPL,filing_strategyMarketOps,"Management emphasized Services and Wearables as growing areas that helped offset iPhone declines, highlighted continued investment in R&D and marketing to support product and services innovation, listed planned software and hardware introductions including iOS 13, iPadOS, macOS Catalina, watchOS 6, tvOS 13 and updated Mac Pro and Pro Display XDR expected in the fall of 2019, and reiterated a commitment to return capital to shareholders. [10-Q 2019-07-31 / Management Discussion and Analysis] Apple reported total net sales of $53.809 billion for the quarter and $196.134 billion for the first nine months of fiscal 2019, with iPhone net sales down 12% in the quarter and 15% year-to-date while Wearables, Home and Accessories grew 48% in the quarter (37% year-to-date), Services grew 13% in the quarter (16% year-to-date), iPad grew 8% (15% year-to-date) and Mac grew 11% in the quarter (5% year-to-date). [10-Q 2019-07-31 / Management Discussion and Analysis] Geographically, Americas net sales grew modestly (+2% in the quarter) while Europe and Greater China declined (-2% and -4% respectively), and Japan and the Rest of Asia Pacific posted increases (+6% and +13% in the quarter). [10-Q 2019-07-31 / Management Discussion and Analysis] Apple relies heavily on third‑party outsourcing partners, mostly in Asia, with many components single‑ or limited‑sourced and initial capacities constrained for new technologies, and consequently faces exposure to supplier financial distress, industry shortages, pricing volatility, logistical disruption, natural disasters, political events and other interruptions. [10-Q 2019-07-31 / Risk Factors] The company reported manufacturing‑related purchase obligations of approximately $29.8 billion and other purchase obligations of $6.3 billion. [10-Q 2019-07-31 / Management Discussion and Analysis]",a87c1e6bf9a471ec8bbc4b864ab54df41d7ea4225ea36dcbecb342470fac4e82,0,0,False,False,,,
126783,2020-03-03,WFC,filing_governanceRisks,"Wells Fargo & Company is a diversified financial holding company and bank holding company that serves as the parent for a broad set of banking and nonbank financial subsidiaries, with Wells Fargo Bank, N.A. as its principal subsidiary. [10-K 2019-02-27 / Business Description] The company states a governance and strategic focus on capital and liquidity management, regulatory compliance and stress testing required of large banking organizations, and on preserving its role as a source of strength for its banks. [10-K 2019-02-27 / Business Description] Regulatory, compliance and legal risk are described as significant and ongoing, with the firm exposed to supervisory actions, consent orders or enforcement related to past servicing and other conduct that can require remediation, customer relief, monetary penalties and restrictions on business activities. [10-Q 2019-11-01 / Risk Factors] Credit risk is identified as a primary ongoing risk—driven by concentrations in certain loan types and industries, counterparty exposures and changes in economic conditions—and the firm maintained an allowance for credit losses of $10.6 billion at 9/30/19. [10-Q 2019-11-01 / Risk Factors] The company also highlights material market and interest-rate risks (including mortgage-servicing rights of $12.5 billion and the possibility that hedges may not perfectly offset exposures), liquidity and funding vulnerabilities despite a quarterly-average Liquidity Coverage Ratio of 119%, and operational and model risks (including LIBOR transition and Brexit contingency planning) that could affect capital, funding costs or execution of remediation programs. [10-Q 2019-11-01 / Risk Factors]",20954fa4b42f971d1abfd93e8c28338b04a8a475397a5c7d296c1a9f9fd30b72,0,0,False,False,,,
54845,2019-04-22,IBKR,filing_overviewProduct,"Interactive Brokers Group, Inc. is an automated global electronic broker that aims to provide low‑cost, technology‑driven access to global financial markets, emphasizing proprietary software and automation to lower transaction and operational costs, improve execution and risk management, and enable seamless multi‑asset trading. [10-K 2019-02-28 / Business Description] Its primary products and services center on an electronic brokerage platform that offers a single account supporting trading in stocks, options, futures, foreign exchange, bonds and mutual funds across more than 120 exchanges and market centers in multiple currencies, together with Trader Workstation, IB SmartRouting, APIs and FIX connectivity, real‑time risk and margin controls (IB Risk Navigator), analytics tools, portfolio and asset management services, securities financing and stock lending, clearing and self‑clearing, white‑label/modular services, and customer conveniences such as an insured bank deposit sweep program and a debit Mastercard. [10-K 2019-02-28 / Business Description] Target customers include hedge funds, mutual funds, registered investment advisors, proprietary trading firms, introducing brokers, financial advisors, institutional and individual investors—particularly those who require sophisticated technology, direct market access and low overall transaction costs. [10-K 2019-02-28 / Business Description] The company reports two operating segments: electronic brokerage (the core and growing business) and market making (which is being wound down, with options market making largely exited). [10-K 2019-02-28 / Management Discussion and Analysis] IBKR serves clients worldwide across multiple currencies and exchanges and reported approximately 598,000 customer accounts and 1,413 employees as of December 31, 2018. [10-K 2019-02-28 / Business Description] The firm positions itself as a technology‑first, low‑cost provider that competes with prime brokerage and electronic brokerage operations of major banks and large online brokers, as well as with high‑frequency trading firms in market making, and seeks to differentiate on integrated automation, execution quality, global multi‑asset access and tight operational and risk controls. [10-K 2019-02-28 / Business Description]",e9f9f475b954f320d77040da7c0601705ce35b580d9d211a528df6c8fca19b03,0,0,False,False,,,
31818,2021-01-01,CAT,filing_overviewProduct,"Caterpillar Inc. is described as the world’s leading manufacturer of construction and mining equipment, diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives, with 2019 sales of $53.8 billion. [10-K 2020-02-19 / Business Description] The company’s mission and operating focus center on delivering highly productive, reliable equipment and comprehensive product support to lower customers’ total cost of ownership and build long-term customer relationships through a global dealer network and complementary financing and insurance services. [10-K 2020-02-19 / Business Description] Main products and services are organized across principal operating segments—Construction Industries, Resource Industries, Energy & Transportation, and Financial Products—and include remanufactured components, aftermarket parts, warranty programs and dealer-support services. [10-K 2020-02-19 / Business Description] Target markets include construction, mining, quarry and aggregates, forestry, rental, oil and gas, power generation, marine, rail, industrial applications and governments, with product lines and technology offerings tailored to differences between developed and developing markets. [10-K 2020-02-19 / Business Description] Caterpillar competes globally on product performance, service, quality and price and positions itself as a market leader by combining broad product breadth, deep aftermarket and dealer support, financing options and integrated component design. [10-K 2020-02-19 / Business Description]",ffdc5b2ec241c88fb92d4663aba415226e7ee250c0c1c1235b9a614a595336bd,0,0,False,False,,,
49704,2019-08-05,GOOGL,filing_governanceRisks,"Alphabet operates as a holding company that maintains separate, independent businesses under the Alphabet structure, with a strategy of long-term investment and focused leadership for distinct businesses. [10-K 2019-02-05 / Business Description] The company's corporate structure concentrates voting control among certain founders and former executives, which limits other stockholders' influence and could affect transactions that some stockholders might favor. [10-K 2019-02-05 / Risk Factors] On July 25, 2019 the Board authorized a stock repurchase program of up to $25.0 billion and the current report accompanying the second-quarter results indicated no management or board changes. [8-K 2019-07-25 / Current Report] Alphabet is subject to extensive regulatory, legislative and public-policy scrutiny worldwide — including competition, consumer protection, privacy (for example GDPR and the California Consumer Privacy Act), copyright, content-moderation, tax and labor matters — which could increase compliance costs, require changes to business practices, limit services, or result in fines or injunctions. [10-K 2019-02-05 / Risk Factors] Key operational and market risks include heavy revenue concentration in advertising (over 85% in 2018), intense competition, cybersecurity and data-privacy breaches, platform and content-liability exposure, intellectual property disputes, supply-chain and infrastructure dependencies, international legal and political risks, and reliance on key executives and technical personnel; Alphabet cites mitigation efforts such as substantial R&D investment, security and incident-response teams, anti-spam and invalid-traffic systems, hedging programs and intellectual property protections but acknowledges these measures may reduce but not eliminate the risks. [10-K 2019-02-05 / Risk Factors] In its July 25, 2019 Form 10-Q, Alphabet stated there have been no material changes to the risk factors disclosed in its 2018 Form 10-K. [10-Q 2019-07-25 / Risk Factors]",a44ff7fbe8e73f39b6ce04adabad0c4b07dd698af6603e974d65aac9ce0b1450,0,0,False,False,,,
74528,2019-10-14,MA,filing_recentEventCatalyst,"On July 30, 2019, Mastercard issued an earnings release announcing financial results for its second quarter 2019. [8-K 2019-07-30 / Item 2.02] The 8-K furnishes the earnings release as Exhibit 99.1 but the filing summary does not provide specific quantitative metrics for the quarter. [8-K 2019-07-30 / Item 2.02] The filing does not note any management or board changes, mergers and acquisitions, litigation developments, or other significant corporate actions. [8-K 2019-07-30 / Item 2.02] Investors are directed to the attached Exhibit 99.1 earnings release for detailed financial performance information. [8-K 2019-07-30 / Item 2.02]",70dd7758d5fa67f51616bb1c7615e81c4c369c9d64a7bad66a575a8d9d089b84,0,0,False,False,,,
93414,2022-03-15,PANW,filing_strategyMarketOps,"Palo Alto Networks’ strategy emphasizes expanding recurring subscription and support offerings, extending technology leadership across Zero Trust, SASE, cloud and endpoint security, and using product innovation and targeted acquisitions to broaden an integrated security portfolio. [10-K 2021-09-03 / Management Discussion and Analysis] The company positions its competitive advantages on the breadth and integration of its product line, ML‑driven prevention, centralized management across on‑premises and cloud environments, and sustained investment in R&D and acquisitions to augment capabilities. [10-K 2021-09-03 / Business Description] Target markets are predominantly medium to large enterprises, service providers and government organizations across industries, with sales primarily channel‑led through distributors and resellers via the NextWave partner program while also supporting direct cloud‑marketplace sales. [10-K 2021-09-03 / Business Description] Palo Alto operates in a complex regulatory environment that includes evolving privacy and data‑transfer regimes (e.g., GDPR and Schrems II), U.S. and state privacy laws (such as CCPA/CPRA), and export/import controls related to encryption, all of which affect compliance costs and contractual approaches to data transfers. [10-K 2021-09-03 / Risk Factors] Operationally the company delivers hardware, software and cloud services supported by contract manufacturers (notably Flex) and a limited set of component suppliers, and management has disclosed semiconductor shortages, higher component and freight costs, and non‑cancelable purchase commitments as material supply‑chain risks that can increase product costs and delay deliveries. [10-Q 2022-02-23 / Risk Factors]",da2176b16575df03936f80bcde48ffaa93335b9c58c9df589a68a2cd0312d612,0,0,False,False,,,
